Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,RDPC
1310620007216,Cinquentenário / Betânia / Nova Cintra,Belo Horizonte (MG),0.679,0.548,0.701,0.815,10.15,0.502,0.573,0.5,626.43
1310620007217,Salgado Filho / Jardim América,Belo Horizonte (MG),0.763,0.694,0.762,0.839,10.21,0.645,0.72,0.49,917.62
1310620007218,Havaí,Belo Horizonte (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,1304.39
1310620007219,Gameleira : Nova Gameleira / Nova Cintra,Belo Horizonte (MG),0.765,0.684,0.776,0.842,10.89,0.665,0.694,0.47,1000.02
1310620007220,Cabana do Pai Tomás : Jardinópolis / Nova Gameleira,Belo Horizonte (MG),0.747,0.689,0.732,0.825,11.05,0.629,0.721,0.43,761.43
1310620007221,Madre Gertrudes,Belo Horizonte (MG),0.694,0.562,0.722,0.822,10.1,0.506,0.592,0.54,717.18
1310620007222,Estrela do Oriente : Betânia / Palmeiras / Cinquentenário,Belo Horizonte (MG),0.726,0.643,0.723,0.822,10.87,0.599,0.666,0.44,720.54
1310620007223,Santa Maria / Camargos,Belo Horizonte (MG),0.751,0.65,0.775,0.841,10.29,0.691,0.63,0.45,992.14
1310620007224,Estoril,Belo Horizonte (MG),0.879,0.823,0.956,0.862,11.2,0.849,0.81,0.5,3076.11
1310620007225,Gutierrez,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620007228,Buritis : Palmeiras transição Buritis,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620007229,Betânia : Av. Tereza Cristina / Av. Úrsula Paulino,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620008226,Castelo / Paquetá,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620008227,Bandeirantes : Campus da Pampulha / Lagoa da Pampulha / Zoológico,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620008228,Jaraguá : Indaiá / Aeroporto,Belo Horizonte (MG),0.845,0.811,0.865,0.86,10.86,0.826,0.804,0.45,1743.92
1310620008229,Paquetá / Engenho Nogueira / Ouro Preto,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620008230,Santa Branca / Jardim Atlântico / Itapoã / Santa Amélia,Belo Horizonte (MG),0.833,0.792,0.852,0.858,10.78,0.815,0.781,0.47,1601.73
1310620008231,Garças / Trevo,Belo Horizonte (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310620008232,Manacás,Belo Horizonte (MG),0.759,0.665,0.78,0.843,10.39,0.652,0.672,0.48,1028.1
1310620008233,Alípio de Melo / Inconfidência / Manacás,Belo Horizonte (MG),0.805,0.768,0.801,0.847,11.22,0.749,0.777,0.45,1167.38
1310620008234,Universitário : São Francisco / Suzana,Belo Horizonte (MG),0.759,0.665,0.78,0.843,10.39,0.652,0.672,0.48,1028.1
1310620008235,Vila Jardim São José,Belo Horizonte (MG),0.531,0.39,0.553,0.693,8.55,0.28,0.461,0.4,250.12
1310620008236,Ouro Preto : Novo Ouro Preto,Belo Horizonte (MG),0.572,0.429,0.592,0.737,9.99,0.307,0.507,0.39,318.1
1310620008237,Vila Paquetá,Belo Horizonte (MG),0.512,0.335,0.568,0.705,8.9,0.222,0.411,0.43,274.51
1310620008238,Vila Aeroporto Jaraguá,Belo Horizonte (MG),0.512,0.335,0.568,0.705,8.9,0.222,0.411,0.43,274.51
1310620008239,São Francisco : Vila Real 2ª Seção / Vila Santa Rosa,Belo Horizonte (MG),0.531,0.39,0.553,0.693,8.55,0.28,0.461,0.4,250.12
1310620008240,Vila Santo Antônio,Belo Horizonte (MG),,,,,,,,,
1310620008242,Unidas,Belo Horizonte (MG),0.54,0.387,0.572,0.711,8.67,0.252,0.48,0.43,281.63
1310620008244,Confisco / Urca,Belo Horizonte (MG),0.587,0.444,0.608,0.75,8.96,0.336,0.511,0.41,352.41
1310620008245,Conjunto São Francisco / Trevo,Belo Horizonte (MG),0.54,0.387,0.572,0.711,8.67,0.252,0.48,0.43,281.63
1310620008246,Jardim Alvorada : Vila Antena Montanhês / Vila Jardim Alvorada,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620008249,Vila Jardim São José,Belo Horizonte (MG),0.54,0.387,0.572,0.711,8.67,0.252,0.48,0.43,281.63
1310620008250,Serrano : Serrano / Vila Santo Antônio Barroquinha,Belo Horizonte (MG),0.692,0.579,0.702,0.816,10.01,0.521,0.611,0.46,630.0
1310620008251,Castelo / Paquetá,Belo Horizonte (MG),0.759,0.665,0.78,0.843,10.39,0.652,0.672,0.48,1028.1
1310620008252,Novo Ouro Preto : Ouro Preto,Belo Horizonte (MG),0.694,0.562,0.722,0.822,10.1,0.506,0.592,0.54,717.18
1310620008253,Santa Terezinha / Conjunto Lagoa / Paquetá,Belo Horizonte (MG),0.694,0.562,0.722,0.822,10.1,0.506,0.592,0.54,717.18
1310620008254,Santa Terezinha,Belo Horizonte (MG),0.682,0.579,0.681,0.806,10.21,0.475,0.639,0.44,554.84
1310620008255,Copacabana,Belo Horizonte (MG),0.694,0.562,0.722,0.822,10.1,0.506,0.592,0.54,717.18
1310620008256,Santa Mônica / Santa Amélia,Belo Horizonte (MG),0.735,0.655,0.734,0.827,10.23,0.563,0.706,0.5,770.22
1310620008257,Xangri-lá : Trevo / Nova Pampulha / Xangrilá Especial,Belo Horizonte (MG),0.694,0.562,0.722,0.822,10.1,0.506,0.592,0.54,717.18
1310620008258,Itatiaia / Urca,Belo Horizonte (MG),0.621,0.499,0.628,0.766,10.13,0.382,0.571,0.45,398.02
1310620008259,Vila Suzana 1ª / 2ª Seção / Suzana,Belo Horizonte (MG),0.606,0.46,0.631,0.768,9.44,0.341,0.534,0.48,405.81
1310620008260,Vila São Francisco / Vila Real 1ª Seção,Belo Horizonte (MG),0.649,0.516,0.666,0.796,10.22,0.44,0.559,0.48,504.36
1310620008261,Jardim Alvorada / Manacás,Belo Horizonte (MG),0.642,0.528,0.644,0.78,10.17,0.419,0.592,0.45,439.67
1310620008262,Engenheiro Nogueira / Jardim Alvorada,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620008263,Inconfidência / Jardim São José / Vila Jardim São José,Belo Horizonte (MG),0.649,0.516,0.666,0.796,10.22,0.44,0.559,0.48,504.36
1310620009264,Copacabana : Universo / Vila do Índio,Belo Horizonte (MG),0.531,0.39,0.553,0.693,8.55,0.28,0.461,0.4,250.12
1310620009265,Copacabana / Vila Copacabana,Belo Horizonte (MG),0.642,0.528,0.644,0.78,10.17,0.419,0.592,0.45,439.67
1310620009266,São João Batista : Vila São João Batista,Belo Horizonte (MG),0.546,0.384,0.585,0.726,9.62,0.28,0.449,0.43,305.0
1310620009267,Conjunto Minas Caixa,Belo Horizonte (MG),0.586,0.45,0.599,0.745,10.06,0.326,0.529,0.41,332.83
1310620009268,Apolônia / Jardim Leblon,Belo Horizonte (MG),0.546,0.384,0.585,0.726,9.62,0.28,0.449,0.43,305.0
1310620009269,Lagoa : Lagoa Conjunto,Belo Horizonte (MG),0.531,0.39,0.553,0.693,8.55,0.28,0.461,0.4,250.12
1310620009270,Vila dos Anjos,Belo Horizonte (MG),0.531,0.39,0.553,0.693,8.55,0.28,0.461,0.4,250.12
1310620009271,Piratininga : Vila Santa Mônica 1ª Seção,Belo Horizonte (MG),0.577,0.418,0.609,0.753,9.36,0.318,0.479,0.45,353.5
1310620009272,Nossa Senhora Aparecida,Belo Horizonte (MG),0.587,0.444,0.608,0.75,8.96,0.336,0.511,0.41,352.41
1310620009277,Mantiqueira A,Belo Horizonte (MG),0.581,0.423,0.613,0.755,8.8,0.325,0.482,0.45,363.93
1310620009279,Jardim dos Comérciários / Vila Mantiqueira,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620009281,Céu Azul / Lagoa A,Belo Horizonte (MG),0.586,0.45,0.599,0.745,10.06,0.326,0.529,0.41,332.83
1310620009284,Jardim Leblon / Vila Jardim Leblon,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620009285,Santa Monica : Jardim Leblon / Várzea da Palma,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620009286,Piratininga,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620009287,Serra Verde / Jardim dos Comerciários,Belo Horizonte (MG),0.587,0.444,0.608,0.75,8.96,0.336,0.511,0.41,352.41
1310620009289,Letícia : Vila Sesc / Letícia,Belo Horizonte (MG),0.582,0.43,0.609,0.751,9.27,0.332,0.49,0.44,352.96
1310620009290,Copacabana / Jardim Leblon,Belo Horizonte (MG),0.649,0.516,0.666,0.796,10.22,0.44,0.559,0.48,504.36
1310620009291,Céu Azul / Lagoa B,Belo Horizonte (MG),0.648,0.542,0.644,0.781,9.88,0.41,0.623,0.43,441.13
1310620009292,Piratininga / Lagoinha Leblon,Belo Horizonte (MG),0.636,0.493,0.659,0.793,10.02,0.418,0.535,0.45,484.32
1310620009293,Minas Caixa : Venda Nova / Europa,Belo Horizonte (MG),0.684,0.577,0.685,0.809,9.97,0.501,0.62,0.46,569.0
1310620009294,Copacabana Renovação,Belo Horizonte (MG),0.751,0.65,0.775,0.841,10.29,0.691,0.63,0.45,992.14
1310620009295,São João Batista : São João Batista / Candelária,Belo Horizonte (MG),0.741,0.679,0.726,0.824,10.08,0.64,0.7,0.44,732.75
1310620009296,Copacabana C,Belo Horizonte (MG),0.759,0.665,0.78,0.843,10.39,0.652,0.672,0.48,1028.1
1310620009297,Maria Helena,Belo Horizonte (MG),0.669,0.544,0.681,0.807,10.45,0.46,0.591,0.44,555.1
1310620009298,Mantiqueira / Jardim dos Comerciários,Belo Horizonte (MG),0.613,0.47,0.635,0.77,9.51,0.37,0.529,0.44,417.19
1310620009299,Rio Branco / Letícia,Belo Horizonte (MG),0.681,0.558,0.698,0.811,9.84,0.509,0.584,0.46,615.12
1310620009300,Canaã / Serra Verde,Belo Horizonte (MG),0.688,0.595,0.68,0.805,10.58,0.514,0.64,0.41,551.86
1310620009301,Serra Verde Especial,Belo Horizonte (MG),0.607,0.466,0.627,0.765,9.57,0.379,0.517,0.46,396.77
1310620009302,Céu Azul : Céu Azul Transição,Belo Horizonte (MG),0.676,0.557,0.686,0.809,9.56,0.52,0.577,0.46,572.83
1310620009303,São João Batista / Santa Mônica,Belo Horizonte (MG),0.783,0.699,0.807,0.85,10.51,0.697,0.7,0.47,1212.31
1310620009304,Santa Mônica / Rio Branco,Belo Horizonte (MG),0.733,0.632,0.748,0.833,10.89,0.628,0.634,0.47,840.6
1310620009305,Candelária,Belo Horizonte (MG),0.741,0.679,0.726,0.824,10.08,0.64,0.7,0.44,732.75
1310620009306,São João Batista Renovado,Belo Horizonte (MG),,,,,,,,,
1310620009307,Europa / Laranjeiras,Belo Horizonte (MG),0.624,0.494,0.636,0.773,9.47,0.386,0.559,0.46,419.44
1310670501013,São João Especial,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670501014,Petrópolis / São João,Betim (MG),0.596,0.458,0.611,0.757,10.16,0.366,0.513,0.45,359.34
1310670501015,Centro Expandido,Betim (MG),0.784,0.711,0.8,0.847,10.84,0.672,0.732,0.5,1161.25
1310670501016,Filadélfia : Brasiléia / Jardim da Cidade,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670501017,Cachoeira / Salomé,Betim (MG),0.634,0.511,0.642,0.777,10.07,0.403,0.575,0.46,434.94
1310670501030,Santa Inês / Decamão,Betim (MG),0.634,0.511,0.642,0.777,10.07,0.403,0.575,0.46,434.94
1310670501041,Bandeirinhas / Estância do Sereno / Alto das Flores,Betim (MG),0.585,0.461,0.591,0.736,9.4,0.362,0.52,0.44,316.35
1310670501054,Jardim Casa Branca : Bandeirinhas / Cidade Verde,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670501055,Filadélfia Especial,Betim (MG),0.604,0.473,0.612,0.76,10.27,0.367,0.537,0.41,360.52
1310670501056,Petrópolis Especial,Betim (MG),0.585,0.461,0.591,0.736,9.4,0.362,0.52,0.44,316.35
1310670501057,Cidade Verde / Jardim Casa Branca,Betim (MG),0.675,0.577,0.669,0.797,10.72,0.51,0.614,0.45,512.61
1310670501058,Angola,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670501059,Brasiléia / Morada do Trevo,Betim (MG),0.675,0.577,0.669,0.797,10.72,0.51,0.614,0.45,512.61
1310670501060,Filadélfia,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670501061,Brasiléia,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670502018,Vila Nova : Citrolândia / Sanatório Santa Izabel,Betim (MG),0.487,0.311,0.538,0.692,9.32,0.212,0.376,0.45,227.19
1310670502048,Vila Nova : Casa Amarela,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670502049,São Jorge / Jardim Paulista,Betim (MG),0.585,0.461,0.591,0.736,9.4,0.362,0.52,0.44,316.35
1310670503001,Vila Cristina / Conjunto Habitacional Celso A. Pedra,Betim (MG),,,,,,,,,
1310670503002,Laranjeiras Especial,Betim (MG),0.487,0.311,0.538,0.692,9.32,0.212,0.376,0.45,227.19
1310670503003,Imbiruçu / Conjunto Habitacional Subaco da Cobra,Betim (MG),0.624,0.494,0.636,0.773,9.47,0.386,0.559,0.46,419.44
1310670503004,São Caetano Especial,Betim (MG),0.549,0.414,0.568,0.705,9.5,0.304,0.483,0.43,274.2
1310670503005,Alvorada : Capelinha,Betim (MG),0.549,0.414,0.568,0.705,9.5,0.304,0.483,0.43,274.2
1310670503006,Vila Universal,Betim (MG),0.596,0.458,0.611,0.757,10.16,0.366,0.513,0.45,359.34
1310670503007,Vila Cristina / Conjunto Habitacional Celso A. Pedra : Imbiruçu / Clube Forense,Betim (MG),0.57,0.413,0.6,0.747,9.73,0.341,0.454,0.46,334.95
1310670503032,Vila Universal : Granja Verde,Betim (MG),0.634,0.511,0.642,0.777,10.07,0.403,0.575,0.46,434.94
1310670503034,Laranjeiras : Nova Baden / Imbiruçu / Conjunto Habitacional,Betim (MG),0.604,0.473,0.612,0.76,10.27,0.367,0.537,0.41,360.52
1310670503035,Parque das Acácias,Betim (MG),0.626,0.496,0.639,0.774,10.0,0.377,0.569,0.48,426.89
1310670503036,São Caetano : Av. Tapajós / Rua Itapecerica,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670504026,Icaivera / Parque do Cedro,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670504027,Jardim Alterosas 2ª Seção : Alterosas,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670504028,Alterosas / Espírito Santo,Betim (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1310670504029,Jardim Alterosas 1ª Seção / Dom Bosco,Betim (MG),0.626,0.496,0.639,0.774,10.0,0.377,0.569,0.48,426.89
1310670504035,Parque das Indústrias : Betim Industrial / Conjunto Habitacional Olímpia Bueno Franco,Betim (MG),0.675,0.577,0.669,0.797,10.72,0.51,0.614,0.45,512.61
1310670504036,Cruzeiro do Sul / Itacolomi,Betim (MG),0.544,0.384,0.581,0.722,8.95,0.29,0.442,0.43,298.24
1310670504037,Jardim das Alterosas 2ª Seção / Senhora de Fátima,Betim (MG),0.585,0.461,0.591,0.736,9.4,0.362,0.52,0.44,316.35
1310670504038,Sítio : Represa Vargem das Flores,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670504058,Parque das Indústrias : Vila Jardim Brasília / Entorno Av. Filadélfia,Betim (MG),0.555,0.408,0.58,0.721,9.61,0.302,0.475,0.42,294.76
1310670504059,Jardim da Cidade,Betim (MG),0.675,0.577,0.669,0.797,10.72,0.51,0.614,0.45,512.61
1310670505008,Distrito Industrial Jardim Piemonte / Norte,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670505009,Riacho III,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670505010,Vila Esperança,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670505011,Jardim Terezópolis : Distrito Industrial Paulo Camilo / Norte,Betim (MG),0.517,0.348,0.563,0.704,9.5,0.246,0.414,0.4,266.37
1310670505033,Capelinha : Distrito Industrial Jardim Piemonte / Norte / Amazonas Alvorada,Betim (MG),0.604,0.473,0.612,0.76,10.27,0.367,0.537,0.41,360.52
1310670506023,Ingá / Senhora das Graças 2,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670506024,Vila Alto das Flores,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670506025,Sítio : Pilões / Conjunto Habitacional Homero Gil,Betim (MG),0.549,0.414,0.568,0.705,9.5,0.304,0.483,0.43,274.2
1310670506040,Salomé : Novo Horizonte / Santa Rita / Padre Eustáquio,Betim (MG),0.661,0.553,0.658,0.792,10.34,0.441,0.62,0.47,480.63
1310670507011,Cruzeiro / Conjunto Habitacional José Gomes de Castro Especial,Betim (MG),0.549,0.414,0.568,0.705,9.5,0.304,0.483,0.43,274.2
1310670507012,Campos Elísios : Petrovale / D. I. Paulo Camilo / Sul,Betim (MG),0.555,0.408,0.58,0.721,9.61,0.302,0.475,0.42,294.76
1310670507051,Santa Cruz Especial,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670507052,Guanabara / Presidente Kenedy,Betim (MG),0.487,0.311,0.538,0.692,9.32,0.212,0.376,0.45,227.19
1310670507053,Santa Cruz / D. I. Paulo Camilo,Betim (MG),0.596,0.458,0.611,0.757,10.16,0.366,0.513,0.45,359.34
1310670508021,Marimbá Especial,Betim (MG),0.487,0.311,0.538,0.692,9.32,0.212,0.376,0.45,227.19
1310670508022,Vale Verde,Betim (MG),0.585,0.461,0.591,0.736,9.4,0.362,0.52,0.44,316.35
1310670508042,Quintas dos Godoy : Açude / Gentileza,Betim (MG),0.73,0.649,0.728,0.824,10.1,0.596,0.677,0.46,743.0
1310670508043,Gentileza : Pimentas / Vianópolis,Betim (MG),0.634,0.511,0.642,0.777,10.07,0.403,0.575,0.46,434.94
1310670508046,Santo Afonso : Cedro,Betim (MG),0.503,0.329,0.556,0.694,9.33,0.235,0.39,0.42,254.63
1310670508047,Marimbá : Limpeiro,Betim (MG),0.549,0.414,0.568,0.705,9.5,0.304,0.483,0.43,274.2
1310900601001,Piedade do Paraopeba : Retiro do Chalé,Brumadinho (MG),0.913,0.865,1.0,0.879,11.04,0.905,0.845,0.5,4553.54
1310900601004,Brumadinho : Sede,Brumadinho (MG),0.626,0.496,0.639,0.774,10.0,0.377,0.569,0.48,426.89
1310900601005,Club Retiro das Pedras : Retiro das Pedras,Brumadinho (MG),0.913,0.865,1.0,0.879,11.04,0.905,0.845,0.5,4553.54
1310900601006,Antiga Senzala : Casa Branca Rural,Brumadinho (MG),0.806,0.749,0.819,0.852,10.94,0.766,0.741,0.5,1304.39
1310900601007,Marinhos : Povoados / Zona Rural,Brumadinho (MG),0.636,0.522,0.637,0.774,10.1,0.411,0.589,0.42,422.56
1310900601009,Brumadinho : Centro / Expansão Urbana,Brumadinho (MG),0.788,0.714,0.807,0.85,11.01,0.65,0.748,0.54,1213.23
1310900601010,Conceição de Itaguá,Brumadinho (MG),0.534,0.36,0.587,0.72,9.11,0.209,0.472,0.51,307.79
1310900601011,Tijuco : Zona Rural do Distrito,Brumadinho (MG),0.636,0.522,0.637,0.774,10.1,0.411,0.589,0.42,422.56
1311000401001,Caeté : Escola Estadual Helena P. Ferreira / Igreja Sagrado Coração de Jesus,Caeté (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,489.96
1311000401002,Caeté : Zona Rural de Caeté,Caeté (MG),0.485,0.31,0.533,0.69,8.53,0.177,0.411,0.46,220.93
1311000401003,Roças Novas,Caeté (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,489.96
1311000401005,Caeté : Conjunto Habitacional,Caeté (MG),0.485,0.31,0.533,0.69,8.53,0.177,0.411,0.46,220.93
1311000401006,Caeté : Praça Joaquim Melo Especial,Caeté (MG),0.485,0.31,0.533,0.69,8.53,0.177,0.411,0.46,220.93
1311000401007,Caeté : Santa Casa / Solar de João Pinheiro,Caeté (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,489.96
1311000401008,Caeté : Bom Sucesso / Estação,Caeté (MG),0.692,0.631,0.661,0.794,10.84,0.467,0.734,0.5,489.96
1311000401009,Caeté : Centro Histórico,Caeté (MG),0.716,0.601,0.737,0.829,10.04,0.526,0.643,0.62,786.64
1311250000001,Capim Branco,Capim Branco (MG),0.588,0.444,0.603,0.761,8.94,0.286,0.554,0.42,340.73
1311787000001,Confins,Confins (MG),0.634,0.527,0.607,0.796,9.75,0.396,0.608,0.41,348.75
1311860101001,Vila Pérola : Bairro do Cabral / Confisco,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,799.86
1311860101002,Novo Boa Vista : São Sebastião / Feijão Miúdo especial,Contagem (MG),,,,,,,,,
1311860101003,Vila Marimbondos : Eldorado / JK,Contagem (MG),0.759,0.682,0.763,0.839,10.84,0.635,0.707,0.51,923.15
1311860101004,Parque Durval de Barros : Jardim Riacho das Pedras,Contagem (MG),0.751,0.65,0.775,0.841,10.29,0.691,0.63,0.45,992.14
1311860101005,Vila Barroquinha : Estância do Hibisco,Contagem (MG),0.834,0.77,0.874,0.862,10.84,0.808,0.751,0.51,1836.65
1311860101006,Vila Barroquinha : Contagem Pericentro Norte,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,799.86
1311860101007,Vaquinha : Cidade Industrial,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101008,Vila Pérola : Ressaca Velha,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,309.38
1311860101009,Nova Contagem / Estaleiro,Contagem (MG),0.492,0.325,0.533,0.689,8.19,0.213,0.402,0.4,220.6
1311860101010,Contagem : Campo Grande / Morro Redondo,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101011,Buraco da Coruja : Vila Beatriz / Cincão,Contagem (MG),0.536,0.354,0.59,0.736,8.71,0.288,0.393,0.43,313.62
1311860101012,Vila Andorinha : Sapucaia / Colonial,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,309.38
1311860101013,Vila Francisco Mariano : Tijuca Especial,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101014,Retiro da Contagem : Icaivera / Retiro,Contagem (MG),0.556,0.402,0.586,0.73,9.15,0.311,0.457,0.42,306.83
1311860101015,Vila São Nicodemos : Inconfidentes / Riacho Velho,Contagem (MG),0.707,0.597,0.722,0.821,9.95,0.528,0.635,0.42,715.41
1311860101016,Retiro da Contagem : Expansão Norte da Sede de Contagem,Contagem (MG),0.647,0.515,0.663,0.795,9.66,0.443,0.556,0.46,495.39
1311860101017,Vila Marimbondos : Marimbondo,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101018,Pedreira Santa Rita : Industrial 3ª Seção / Inconfidentes / Amazonas,Contagem (MG),0.666,0.544,0.676,0.803,9.96,0.448,0.6,0.41,536.47
1311860101019,Jardim Industrial,Contagem (MG),0.647,0.515,0.663,0.795,9.66,0.443,0.556,0.46,495.39
1311860101020,Vila Bandeirantes : Santa Maria / Pedreira,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,799.86
1311860101021,Vila Morro Vermelho : São Caetano / Jardim Colonial,Contagem (MG),0.65,0.539,0.649,0.784,10.13,0.435,0.6,0.43,453.72
1311860101022,Vila P.T.O. : Conjunto Água Branca / Água Branca,Contagem (MG),0.69,0.588,0.691,0.81,10.26,0.521,0.624,0.44,588.09
1311860101023,Vila São Mateus : Bairro Xangrilá / Nacional,Contagem (MG),0.632,0.498,0.648,0.782,9.61,0.436,0.532,0.43,450.27
1311860101024,Vila Estrela-D’Alva : Bairro Tijuca / Vila São Mateus,Contagem (MG),0.556,0.402,0.586,0.73,9.15,0.311,0.457,0.42,306.83
1311860101025,Colorado / Novo Progresso,Contagem (MG),0.657,0.539,0.652,0.806,10.07,0.428,0.605,0.46,462.95
1311860101026,Novo Boa Vista : São Sebastião / Presidente Kenedy,Contagem (MG),0.612,0.467,0.636,0.771,9.26,0.374,0.522,0.43,417.66
1311860101027,Do Laguna : Colorado,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101028,Novo Boa Vista Especial,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101029,Jardim Alvorada,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101030,Vila Pérola : Ressaca / São Joaquim,Contagem (MG),0.672,0.548,0.684,0.808,10.06,0.497,0.576,0.46,564.95
1311860101031,Actuall Hotel e Eventos : Colúmbia / Riacho,Contagem (MG),0.726,0.66,0.709,0.818,10.7,0.579,0.704,0.41,660.23
1311860101032,Vila Bela Vista : Bernardo Monteiro,Contagem (MG),0.707,0.622,0.7,0.813,10.16,0.557,0.658,0.44,623.8
1311860101033,Vila Morro Vermelho : São Luiz Limite com Betim,Contagem (MG),0.735,0.647,0.74,0.829,10.5,0.599,0.673,0.48,799.86
1311860101034,Vila Riachinho : Bairro Piraquara,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,309.38
1311860101035,Morro dos Cabritos : Morada Nova Especial,Contagem (MG),0.556,0.402,0.586,0.73,9.15,0.311,0.457,0.42,306.83
1311860101036,Vila São Mateus : Especial da Vila Estrela Dalva,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,309.38
1311860101037,Área Especial Vila Estrela Dalva 2,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101038,Vila Dom Bosco : Vila São Paulo / Jardim Industrial Especial,Contagem (MG),0.537,0.36,0.587,0.734,8.87,0.285,0.404,0.45,309.38
1311860101039,Vila Estrela-D’Alva : São Joaquim 3ª Seção,Contagem (MG),0.515,0.346,0.563,0.702,9.2,0.22,0.433,0.4,265.18
1311860101040,Contagem : Glória / Cinco,Contagem (MG),0.757,0.687,0.754,0.836,11.02,0.662,0.7,0.48,872.89
1311860101041,Vila Riachinho : Contagem Centro Expandido A,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,868.73
1311860101042,Vila Bandeirantes : Amazonas 1ª Seção,Contagem (MG),0.758,0.693,0.753,0.835,10.75,0.648,0.717,0.45,868.73
